Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
80,101108328,18,1,712,0,405,0,39.55555556,116.3439233,0,0,0,0,7.041952073,0.18791726,5617129.333,23700000,101000000,2,101000000,5946718.882,24400000,101000000,2,0,0,0,0,0,0,0,0,0,596,40,0.178026878,0.009890382,0,405,35.6,110.721747,12259.30526,0,1,0,0,0,0,0,0,0,37.47368421,39.55555556,0,0,0,0,0,0,0,18,712,1,0,-1,29200,2,0,203390,0,203390,203390,101000000,0,101000000,101000000,DoS Hulk
443,5904148,11,9,1456,6053,821,0,132.3636364,253.559568,1400,0,672.5555556,643.2037218,38283,165471,310744.6316,1284823.147,5615607,3,5904148,590414.8,1766019.389,5615607,3,209569,26196.125,29541.61751,75112,154,0,0,0,0,240,188,1.863096928,1.524352032,0,1400,357.5714286,525.8949107,276565.4571,0,0,0,1,0,0,0,0,0,375.45,132.3636364,672.5555556,0,0,0,0,0,0,11,1456,9,6053,29200,13957,10,20,288538,0,288538,288538,5615607,0,5615607,5615607,BENIGN
80,50736,1,1,0,0,0,0,0,0,0,0,0,0,2,181201,50736,0,50736,50736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.7098707,19.7098707,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,296,106,0,32,0,0,0,0,0,0,0,0,BENIGN
80,249669,3,1,354,0,354,0,118,204.3819953,0,0,0,0,1417.87727,16.02121208,83223,114567.9991,215238,9809,239860,119930,134785.8662,215238,24622,0,0,0,0,0,0,0,0,0,96,40,12.01590906,4.005303021,0,354,70.8,158.3136128,25063.2,0,1,0,0,0,0,0,0,0,88.5,118,0,0,0,0,0,0,0,3,354,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,74488363,10,1,348,0,348,0,34.8,110.0472626,0,0,0,0,4.671870692,0.147674074,7448836.3,23400000,74000000,1,74500000,8276164.111,24700000,74000000,1,0,0,0,0,0,0,0,0,0,280,20,0.134249158,0.013424916,0,348,29,100.4589468,10092,0,0,1,0,0,0,0,0,0,31.63636364,34.8,0,0,0,0,0,0,0,10,348,1,0,-1,0,1,0,15573,0,15573,15573,74000000,0,74000000,74000000,DoS Hulk
80,494887,9,1,366,0,366,0,40.66666667,122,0,0,0,0,739.5627689,20.20663303,54987.44444,108295.1175,263117,1,231770,28971.25,80258.51882,227568,1,0,0,0,0,0,0,0,0,0,300,40,18.18596973,2.020663303,0,366,33.27272727,110.3531521,12177.81818,0,1,0,0,0,0,0,0,0,36.6,40.66666667,0,0,0,0,0,0,0,9,366,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,47282827,14,1,1396,0,360,0,99.71428571,163.7274605,0,0,0,0,29.52446139,0.317239915,3377344.786,8500781.941,32100000,5,44300000,3404949.615,8847241.227,32100000,5,0,0,0,0,0,0,0,0,0,524,40,0.296090587,0.021149328,0,360,87.25,156.180878,24392.46667,0,1,0,0,0,0,0,0,0,93.06666667,99.71428571,0,0,0,0,0,0,0,14,1396,1,0,-1,29200,4,0,1627387.5,1980141.525,3027559,227216,19300000,18100000,32100000,6569354,DoS Hulk
80,170910,6,1,294,0,294,0,49,120.0249974,0,0,0,0,1720.203616,40.95722895,28485,60237.82884,151152,2,167634,33526.8,65917.3492,151152,2,0,0,0,0,0,0,0,0,0,228,40,35.10619624,5.851032707,0,294,36.75,103.9446968,10804.5,0,1,0,0,0,0,0,0,0,42,49,0,0,0,0,0,0,0,6,294,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,47160101,8,1,375,0,168,0,46.875,75.07222713,0,0,0,0,7.951636914,0.190839286,5895012.625,9177064.862,23903668,3,47159093,6737013.286,9572770.324,23903668,3,0,0,0,0,0,0,0,0,0,256,40,0.169634921,0.021204365,0,168,37.5,69.09454071,4774.055556,0,1,0,0,0,0,0,0,0,41.66666667,46.875,0,0,0,0,0,0,0,8,375,1,0,-1,29200,5,0,119880,117815.3035,203188,36572,15640113.67,8174890.529,23903668,7556870,DoS slowloris
80,227721,6,1,317,0,317,0,52.83333333,129.4147081,0,0,0,0,1392.054312,30.73936967,37953.5,79995.35923,200792,5,213284,42656.8,88505.16449,200792,5,0,0,0,0,0,0,0,0,0,228,40,26.34803114,4.391338524,0,317,39.625,112.0764248,12561.125,0,1,0,0,0,0,0,0,0,45.28571429,52.83333333,0,0,0,0,0,0,0,6,317,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,49153826,8,1,219,0,168,0,27.375,57.283599,0,0,0,0,4.455400888,0.183098667,6144228.25,9902040.355,27098287,4,49152576,7021796.571,10353950.59,27098287,4,0,0,0,0,0,0,0,0,0,256,40,0.16275437,0.020344296,0,168,21.9,51.82116685,2685.433333,0,1,0,0,0,0,0,0,0,24.33333333,27.375,0,0,0,0,0,0,0,8,219,1,0,-1,29200,5,0,80917.33333,104162.3213,199090,2435,16303691.33,9769666.217,27098287,8068453,DoS slowloris
80,61401450,8,1,210,0,168,0,26.25,57.75997131,0,0,0,0,3.420114672,0.146576343,7675181.25,10583666.05,24233134,4,61390955,8770136.429,10931285.42,24233134,4,0,0,0,0,0,0,0,0,0,256,40,0.130290083,0.01628626,0,168,21,52.12804747,2717.333333,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,1044410,1422215.183,2050068,38752,19770876.67,6295108.727,24233134,12570383,DoS slowloris
49486,1,2,0,12,0,6,6,6,0,0,0,0,0,31181,143725,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,245,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,211682,5,1,368,0,368,0,73.6,164.5746031,0,0,0,0,1738.456742,28.3444034,42336.4,80133.87168,185171,3,203321,50830.25,89894.08547,185171,3,0,0,0,0,0,0,0,0,0,184,40,23.62033616,4.724067233,0,368,52.57142857,139.0909261,19346.28571,0,1,0,0,0,0,0,0,0,61.33333333,73.6,0,0,0,0,0,0,0,5,368,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
443,40824410,15,14,8712,1572,1452,0,580.8,736.2983867,262,0,112.2857143,134.5507788,127485,58991,1458014.643,2736509.164,10241552,19,40824410,2916029.286,3315684.974,10241552,51665,35885969,2760459.154,3444232.853,10291933,824,0,0,0,0,480,448,0.367427233,0.342932084,0,1452,342.8,573.4449076,328839.0621,0,0,0,0,1,0,0,0,0,354.6206897,580.8,112.2857143,0,0,0,0,0,0,15,8712,14,1572,1444,422,6,32,572071,715795.0267,1459837,51816,6604846.6,2033004.904,10241552,5688716,BENIGN
53,228,2,2,60,264,30,30,30,0,132,132,132,0,53660,121900,76,48.49742261,132,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,8771.929825,8771.929825,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,21956720,4,1,200,0,168,0,50,79.13279977,0,0,0,0,9.108828641,0.227720716,5489180,10977096,21954824,205,21955807,7318602.333,12675339.78,21954824,205,0,0,0,0,0,0,0,0,0,128,40,0.182176573,0.045544143,0,168,33.33333333,66.51215428,4423.866667,0,1,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,4,200,1,0,-1,29200,3,0,1896,0,1896,1896,21954824,0,21954824,21954824,DoS slowloris
80,77925271,9,1,252,0,168,0,28,53.28226722,0,0,0,0,3.233867483,0.128328075,8658363.444,15805863.68,36644858,5,77923852,9740481.5,16536937.4,36644858,5,0,0,0,0,0,0,0,0,0,288,40,0.115495267,0.012832807,0,168,22.90909091,48.98459869,2399.490909,0,1,0,0,0,0,0,0,0,25.2,28,0,0,0,0,0,0,0,9,252,1,0,-1,29200,6,0,2521395,2972511.445,4623278,419512,36441240.5,287958.63,36644858,36237623,DoS slowloris
53,31038,2,2,116,310,58,58,58,0,155,155,155,0,48398,103710,10346,17913.73548,31031,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,64.43714157,64.43714157,58,155,96.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,121,58,155,0,0,0,0,0,0,2,116,2,310,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,62542978,8,1,222,0,168,0,27.75,57.15580211,0,0,0,0,3.549559153,0.143901047,7817872.25,11062890.32,25472106,4,62541770,8934538.571,11451957.25,25472106,4,0,0,0,0,0,0,0,0,0,256,40,0.127912042,0.015989005,0,168,22.2,51.74681955,2677.733333,0,1,0,0,0,0,0,0,0,24.66666667,27.75,0,0,0,0,0,0,0,8,222,1,0,-1,29200,5,0,79005.66667,102879.4119,195938,2393,20768653.67,5080107.815,25472106,15381199,DoS slowloris
80,471,2,1,0,0,0,0,0,0,0,0,0,0,0,6369.426752,235.5,313.2483041,457,14,457,457,0,457,457,0,0,0,0,0,0,0,0,0,40,20,4246.284501,2123.142251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
443,86,2,0,0,0,0,0,0,0,0,0,0,0,2,151369,86,0,86,86,86,86,0,86,86,0,0,0,0,0,0,0,0,0,64,0,23255.81395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,332,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,2190964,83,107,1443,217658,379,0,17.38554217,60.02536686,4380,0,2034.186916,872.9851317,6299,237386,11592.40212,141753.5046,1948102,1,2190842,26717.58537,215111.9859,1948102,1,2167803,20450.9717,198169.1541,2040933,1,0,0,0,0,1672,2152,37.882868,48.83695031,0,4380,1147.125654,1197.638327,1434337.563,0,0,0,1,0,0,0,0,1,1153.163158,17.38554217,2034.186916,0,0,0,0,0,0,83,1443,107,217658,8192,1013,82,20,0,0,0,0,0,0,0,0,BENIGN
80,87688807,18,1,609,0,321,0,33.83333333,98.63196594,0,0,0,0,6.945014088,0.216675316,4871600.389,10600000,38600000,1,73500000,4321721.412,10600000,38600000,1,0,0,0,0,0,0,0,0,0,628,20,0.205271352,0.011403964,0,321,30.45,93.87588391,8812.681579,0,0,1,0,0,0,0,0,0,32.05263158,33.83333333,0,0,0,0,0,0,0,18,609,1,0,-1,0,2,0,94185.5,113242.4439,174260,14111,21800000,11900000,38600000,12700000,DoS Hulk
80,98636816,5,1,305,0,305,0,61,136.4001466,0,0,0,0,3.092151717,0.060829214,19700000,44000000,98400000,36,98600000,24700000,49200000,98400000,36,0,0,0,0,0,0,0,0,0,156,20,0.050691012,0.010138202,0,305,43.57142857,115.2791643,13289.28571,0,0,1,0,0,0,0,0,0,50.83333333,61,0,0,0,0,0,0,0,5,305,1,0,-1,0,1,0,4995,0,4995,4995,98400000,0,98400000,98400000,DoS Hulk
80,58547940,12,1,242,0,168,0,20.16666667,47.04704287,0,0,0,0,4.133364897,0.222040263,4878995,8453129.884,19570204,3,58545891,5322353.727,8718156.997,19570204,3,0,0,0,0,0,0,0,0,0,408,40,0.204960243,0.01708002,0,168,17.28571429,43.89222565,1926.527473,0,1,0,0,0,0,0,0,0,18.61538462,20.16666667,0,0,0,0,0,0,0,12,242,1,0,-1,29200,7,0,832819,889400.3236,1461720,203918,18886460.33,648541.4141,19570204,18280057,DoS slowloris
443,5850308,8,5,376,2943,195,0,47,73.03032638,1460,0,588.6,780.2985326,242318,132109,487525.6667,1622208.285,5638300,4,5850308,835758.2857,2117882.86,5638300,4,137353,34338.25,38528.39975,68469,219,0,0,0,0,172,112,1.367449372,0.854655857,0,1460,237.0714286,514.0995809,264298.3791,0,0,0,1,0,0,0,0,0,255.3076923,47,588.6,0,0,0,0,0,0,8,376,5,2943,8192,110,7,20,212004,0,212004,212004,5638300,0,5638300,5638300,BENIGN
443,28415,2,0,12,0,6,6,6,0,0,0,0,0,198515,223790,28415,0,28415,28415,28415,28415,0,28415,28415,0,0,0,0,0,0,0,0,0,40,0,70.38535985,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,1892929,9,1,316,0,316,0,35.11111111,105.3333333,0,0,0,0,166.9370589,5.28281832,210325.4444,379062.3017,1004418,19,888511,111063.875,250741.7477,721787,19,0,0,0,0,0,0,0,0,0,352,40,4.754536488,0.528281832,0,316,28.72727273,95.27758489,9077.818182,0,1,0,0,0,0,0,0,0,31.6,35.11111111,0,0,0,0,0,0,0,9,316,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,20557404,10,1,307,0,307,0,30.7,97.08192417,0,0,0,0,14.93379222,0.535087018,2055740.4,6013620.283,19200000,5,20300000,2252331.667,6344232.902,19200000,5,0,0,0,0,0,0,0,0,0,396,20,0.486442743,0.048644274,0,307,25.58333333,88.62326632,7854.083333,0,0,1,0,0,0,0,0,0,27.90909091,30.7,0,0,0,0,0,0,0,10,307,1,0,-1,0,1,0,286419,0,286419,286419,19200000,0,19200000,19200000,DoS Hulk
80,93649434,10,1,370,0,370,0,37,117.0042734,0,0,0,0,3.950904818,0.117459332,9364943.4,19800000,63400000,1,93600000,10400000,20800000,63400000,1,0,0,0,0,0,0,0,0,0,340,20,0.106781211,0.010678121,0,370,30.83333333,106.8097998,11408.33333,0,0,1,0,0,0,0,0,0,33.63636364,37,0,0,0,0,0,0,0,10,370,1,0,-1,0,1,0,998037,1411433.219,1996071,3,30500000,28600000,63400000,12000000,DoS Hulk
53632,28,1,3,0,18,0,0,0,0,6,6,6,0,261378,110313,9.333333333,12.7410099,24,1,0,0,0,0,0,4,2,1.414213562,3,1,0,0,0,0,32,60,35714.28571,107142.8571,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0,6,0,0,0,0,0,0,1,0,3,18,972,0,0,32,0,0,0,0,0,0,0,0,BENIGN
80,60032402,15,1,1012,0,360,0,67.46666667,140.455314,0,0,0,0,16.85756302,0.266522736,4002160.133,10500000,36900000,4,60000000,4286450.429,10800000,36900000,4,0,0,0,0,0,0,0,0,0,520,40,0.249865065,0.016657671,0,360,59.52941176,133.280774,17763.76471,0,1,0,0,0,0,0,0,0,63.25,67.46666667,0,0,0,0,0,0,0,15,1012,1,0,-1,29200,3,0,1257048,349131.1448,1503921,1010175,28700000,11700000,36900000,20400000,DoS Hulk
53,61947237,2,2,111,219,56,55,55.5,0.707106781,111,108,109.5,2.121320344,222078,7398,20649079,35680230.72,61849055,30447,61916790,61916790,0,61916790,61916790,61879502,61879502,0,61879502,61879502,0,0,0,0,40,40,0.03228554,0.03228554,55,111,77.2,29.50762613,870.7,0,0,0,0,0,0,0,0,1,96.5,55.5,109.5,0,0,0,0,0,0,2,111,2,219,-1,-1,1,20,67735,0,67735,67735,61849055,0,61849055,61849055,BENIGN
80,40907984,12,1,680,0,360,0,56.66666667,132.6193002,0,0,0,0,16.62267199,0.317786376,3408998.667,11700000,40500000,1,40900000,3717713.909,12200000,40500000,1,0,0,0,0,0,0,0,0,0,380,40,0.29334127,0.024445106,0,360,48.57142857,123.715377,15305.49451,0,1,0,0,0,0,0,0,0,52.30769231,56.66666667,0,0,0,0,0,0,0,12,680,1,0,-1,29200,2,0,203951,0,203951,203951,40500000,0,40500000,40500000,DoS Hulk
80,51998695,8,1,210,0,168,0,26.25,57.78469891,0,0,0,0,4.038562891,0.173081267,6499836.875,8956839.14,20992446,4,51001896,7285985.143,9371633.992,20992446,4,0,0,0,0,0,0,0,0,0,264,40,0.153850015,0.019231252,0,168,21,52.14935815,2719.555556,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,518631,679976.5082,999447,37815,16987144.33,4054229.104,20992446,12885698,DoS slowloris
80,78073024,16,1,709,0,393,0,44.3125,121.8981645,0,0,0,0,9.081241685,0.217744864,4879564,18800000,75400000,2,76100000,5071526.2,19500000,75400000,2,0,0,0,0,0,0,0,0,0,516,40,0.204936343,0.012808521,0,393,39.38888889,115.396574,13316.36928,0,1,0,0,0,0,0,0,0,41.70588235,44.3125,0,0,0,0,0,0,0,16,709,1,0,-1,29200,2,0,2414346,0,2414346,2414346,75400000,0,75400000,75400000,DoS Hulk
80,101460622,13,1,670,0,338,0,51.53846154,125.8097872,0,0,0,0,6.603547138,0.137984567,7804663.231,27800000,100000000,1,101000000,8452765.583,28900000,100000000,1,0,0,0,0,0,0,0,0,0,476,40,0.128128527,0.009856041,0,338,44.66666667,117.8804883,13895.80952,0,1,0,0,0,0,0,0,0,47.85714286,51.53846154,0,0,0,0,0,0,0,13,670,1,0,-1,29200,2,0,207195,0,207195,207195,100000000,0,100000000,100000000,DoS Hulk
53,31125,2,2,60,124,30,30,30,0,62,62,62,0,248751,103553,10375,17964.83098,31119,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,64.25702811,64.25702811,30,62,42.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,53.5,30,62,0,0,0,0,0,0,2,60,2,124,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
50812,3,2,0,0,0,0,0,0,0,0,0,0,0,2,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,806,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,1321378,2,1,0,0,0,0,0,0,0,0,0,0,0,2.270357157,660689,926961.8358,1316150,5228,1316150,1316150,0,1316150,1316150,0,0,0,0,0,0,0,0,0,40,20,1.513571438,0.756785719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,205839,4,1,344,0,344,0,86,172,0,0,0,0,1671.209052,24.29082924,51459.75,67906.40547,152686,8675,197164,65721.33333,75475.58082,152686,17297,0,0,0,0,0,0,0,0,0,128,40,19.43266339,4.858165848,0,344,57.33333333,140.4374119,19722.66667,0,1,0,0,0,0,0,0,0,68.8,86,0,0,0,0,0,0,0,4,344,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,60709321,15,1,620,0,329,0,41.33333333,109.3145309,0,0,0,0,10.21259981,0.263550963,4047288.067,15400000,59800000,1,60700000,4335505,16000000,59800000,1,0,0,0,0,0,0,0,0,0,536,40,0.247079028,0.016471935,0,329,36.47058824,103.1716517,10644.38971,0,1,0,0,0,0,0,0,0,38.75,41.33333333,0,0,0,0,0,0,0,15,620,1,0,-1,29200,2,0,624190,0,624190,624190,59800000,0,59800000,59800000,DoS Hulk
53001,31537,2,0,6,0,6,0,3,4.242640687,0,0,0,0,89495,215463,31537,0,31537,31537,31537,31537,0,31537,31537,0,0,0,0,0,0,0,0,0,52,0,63.41757301,0,0,6,2,3.464101615,12,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,2,6,0,0,62,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,62890,2,2,66,538,33,33,33,0,269,269,269,0,321008,215649,20963.33333,36303.49625,62883,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,31.80155828,31.80155828,33,269,127.4,129.2625236,16708.8,0,0,0,0,0,0,0,0,1,159.25,33,269,0,0,0,0,0,0,2,66,2,538,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,69,2,0,0,0,0,0,0,0,0,0,0,0,2,161134,69,0,69,69,69,69,0,69,69,0,0,0,0,0,0,0,0,0,64,0,28985.50725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1528,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,46282221,11,1,222,0,168,0,20.18181818,49.54557131,0,0,0,0,4.796658311,0.259278828,4207474.636,8474423.708,26251991,4,45283679,4528367.9,8862101.572,26251991,4,0,0,0,0,0,0,0,0,0,396,40,0.237672259,0.021606569,0,168,17.07692308,45.85931664,2103.076923,0,1,0,0,0,0,0,0,0,18.5,20.18181818,0,0,0,0,0,0,0,11,222,1,0,-1,29200,5,0,597380,570814.7775,1001007,193753,20335445,8367259.596,26251991,14418899,DoS slowloris
80,248391,6,1,322,0,322,0,53.66666667,131.4559495,0,0,0,0,1296.343265,28.18137533,41398.5,88629.58479,221786,2,230597,46119.4,98243.84154,221786,2,0,0,0,0,0,0,0,0,0,228,40,24.15546457,4.025910762,0,322,40.25,113.8441918,12960.5,0,1,0,0,0,0,0,0,0,46,53.66666667,0,0,0,0,0,0,0,6,322,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
443,74,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,223664,158670,74,0,74,74,74,74,0,74,74,0,0,0,0,0,1,0,0,0,64,0,27027.02703,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,0,0,0,0,0,0,2,37,0,0,33285,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,249,2,2,94,220,47,47,47,0,110,110,110,0,37310,117337,83,142.0281662,247,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8032.128514,8032.128514,47,110,72.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,90.25,47,110,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,216,2,2,94,206,47,47,47,0,103,103,103,0,49696,124584,72,118.6465339,209,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,9259.259259,9259.259259,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,83226070,18,1,1104,0,368,0,61.33333333,141.1215579,0,0,0,0,13.26507427,0.228293851,4623670.556,18700000,79500000,2,82200000,4836526.059,19200000,79500000,2,0,0,0,0,0,0,0,0,0,684,40,0.216278385,0.012015466,0,368,55.2,134.8158979,18175.32632,0,1,0,0,0,0,0,0,0,58.10526316,61.33333333,0,0,0,0,0,0,0,18,1104,1,0,-1,29200,3,0,3505601,0,3505601,3505601,79500000,0,79500000,79500000,DoS Hulk
443,16217039,13,10,955,6518,634,0,73.46153846,179.2812573,2648,0,651.8,927.9963841,210780,77269,737138.1364,2422313.6,10001486,32,16217039,1351419.917,3217365.941,10001486,125,16166155,1796239.444,3659829.638,10052395,230,0,0,0,0,424,328,0.801625994,0.61663538,0,2648,311.375,663.5864226,440346.9402,0,0,0,1,0,0,0,0,0,324.9130435,73.46153846,651.8,0,0,0,0,0,0,13,955,10,6518,29200,115,3,32,144131.5,131898.7492,237398,50865,7964302,2881013.242,10001486,5927118,BENIGN
80,80153846,9,1,230,0,168,0,25.55555556,53.84029883,0,0,0,0,2.869481771,0.124760077,8905982.889,14340541.27,39894177,4,80152954,10019119.25,14909229.01,39894177,4,0,0,0,0,0,0,0,0,0,288,40,0.112284069,0.012476008,0,168,20.90909091,49.25333399,2425.890909,0,1,0,0,0,0,0,0,0,23,25.55555556,0,0,0,0,0,0,0,9,230,1,0,-1,29200,6,0,509254.5,717489.2301,1016596,1913,26311037,11858415.71,39894177,18020883,DoS slowloris
80,118407847,9,1,709,0,409,0,78.77777778,158.6771705,0,0,0,0,5.987778834,0.084453862,13200000,39400000,118000000,2,118000000,14800000,41800000,118000000,2,0,0,0,0,0,0,0,0,0,296,40,0.076008476,0.008445386,0,409,64.45454545,145.4588352,21158.27273,0,1,0,0,0,0,0,0,0,70.9,78.77777778,0,0,0,0,0,0,0,9,709,1,0,-1,29200,2,0,218017,0,218017,218017,118000000,0,118000000,118000000,DoS Hulk
443,5158116,7,9,1049,659,725,0,149.8571429,266.9328433,421,0,73.22222222,134.7059555,162369,163519,343874.4,1283766.961,4983808,3,174304,29050.66667,32350.45497,70746,137,5107082,638385.25,1763471.038,5002377,3,0,0,0,0,152,192,1.357084641,1.74482311,0,725,100.4705882,194.7007697,37908.38971,0,0,0,1,0,0,0,0,1,106.75,149.8571429,73.22222222,0,0,0,0,0,0,7,1049,9,659,8192,160,6,20,0,0,0,0,0,0,0,0,BENIGN
80,9273088,6,1,366,0,366,0,61,149.4188743,0,0,0,0,39.46905281,0.754872595,1545514.667,3192160.346,8017779,14266,1255309,251061.8,412671.6748,968851,14266,0,0,0,0,0,0,0,0,0,236,40,0.647033653,0.107838942,0,366,45.75,129.400541,16744.5,0,1,0,0,0,0,0,0,0,52.28571429,61,0,0,0,0,0,0,0,6,366,1,0,-1,29200,1,0,0,0,0,0,8017779,0,8017779,8017779,DoS Hulk
80,54120279,8,1,393,0,186,0,49.125,79.33552168,0,0,0,0,7.261603363,0.16629626,6765034.875,10286790.47,29252377,275,54119675,7731382.143,10711614.35,29252377,275,0,0,0,0,0,0,0,0,0,256,40,0.147818898,0.018477362,0,186,39.3,72.96886703,5324.455556,0,1,0,0,0,0,0,0,0,43.66666667,49.125,0,0,0,0,0,0,0,8,393,1,0,-1,29200,5,0,1430386.5,1969491.083,2823027,37746,17086502,10585352.61,29252377,9982142,DoS slowloris
